datetime,QFIN,STAT,MATH,COMP,SOCI,SOTH
2026-02-12 11:50:00,6091.2,39.83,60.29,102.22,80.55,74.44
2026-02-12 11:55:00,6098.6,39.84,60.61,102.13,80.52,74.3
2026-02-12 12:00:00,6097.9,39.79,61.32,102.01,80.53,74.84
2026-02-12 13:00:00,6084.9,39.97,60.12,102.51,80.57,74.54
2026-02-12 13:05:00,6092.2,39.91,60.18,102.3,80.54,74.29
2026-02-12 13:10:00,6086.3,39.89,60.24,102.41,80.54,74.3
2026-02-12 13:15:00,6089.2,39.91,60.34,102.37,80.53,74.27
2026-02-12 13:20:00,6091.8,39.9,60.62,102.46,80.52,74.29
2026-02-12 13:25:00,6089.0,39.81,60.52,102.34,80.53,74.34
2026-02-12 13:30:00,6088.3,39.82,60.32,102.51,80.53,74.2
2026-02-12 13:35:00,6082.7,39.79,60.27,102.48,80.53,74.16
2026-02-12 13:40:00,6084.9,39.86,60.65,102.59,80.54,74.56
2026-02-12 13:45:00,6085.5,39.76,61.09,102.64,80.52,74.65
2026-02-12 13:50:00,6083.4,39.77,61.35,102.51,80.55,75.13
2026-02-12 13:55:00,6073.4,39.79,61.32,102.41,80.57,75.29
2026-02-12 14:00:00,6067.6,39.87,61.58,102.25,80.59,75.68
2026-02-12 14:05:00,6069.2,39.93,61.35,102.28,80.58,75.49
2026-02-12 14:10:00,6073.0,39.95,61.35,102.01,80.59,75.55
2026-02-12 14:15:00,6075.7,39.89,61.27,101.9,80.58,75.42
2026-02-12 14:20:00,6075.9,39.85,61.19,102.12,80.61,75.68
2026-02-12 14:25:00,6079.1,39.89,61.31,101.98,80.57,75.39
2026-02-12 14:30:00,6081.5,39.98,61.6,102.27,80.56,75.47
2026-02-12 14:35:00,6080.1,39.9,61.78,102.18,80.56,75.52
2026-02-12 14:40:00,6075.1,39.9,61.64,102.45,80.55,75.28
2026-02-12 14:45:00,6072.9,39.9,61.63,102.51,80.54,75.17
2026-02-12 14:50:00,6074.2,39.89,61.78,102.39,80.54,75.36
2026-02-12 14:55:00,6080.8,39.89,62.06,102.26,80.54,75.43
2026-02-12 15:00:00,6079.6,39.85,62.37,102.26,80.54,75.67
2026-02-12 15:05:00,6071.3,39.94,62.23,102.15,80.54,75.6
2026-02-12 15:10:00,6074.8,40.02,62.14,102.15,80.55,75.66
2026-02-12 15:15:00,6074.0,39.99,61.57,102.28,80.55,75.37
2026-02-12 15:20:00,6088.7,40.03,61.52,102.28,80.56,75.42
2026-02-12 15:25:00,6091.5,40.03,61.67,102.18,80.58,75.73
2026-02-12 15:30:00,6097.2,40.06,62.49,101.97,80.57,76.08
2026-02-12 15:35:00,6099.9,40.03,62.89,101.93,80.57,76.26
2026-02-12 15:40:00,6089.8,39.97,62.55,101.96,80.55,75.85
2026-02-12 15:45:00,6092.1,40.0,62.27,101.86,80.54,75.62
2026-02-12 15:50:00,6087.8,39.96,62.26,101.99,80.55,75.72
2026-02-12 15:55:00,6086.8,39.94,62.25,102.05,80.56,75.82
2026-02-12 16:00:00,6096.9,39.91,62.46,101.95,80.54,75.72
2026-02-13 09:30:00,6105.9,39.82,64.95,100.63,80.84,80.92
2026-02-13 09:35:00,6101.2,39.74,65.25,100.57,80.83,81.01
2026-02-13 09:40:00,6111.4,39.75,64.75,100.49,80.83,80.62
2026-02-13 09:45:00,6113.3,39.75,64.71,100.54,80.83,80.66
2026-02-13 09:50:00,6121.7,39.76,64.79,100.66,80.82,80.64
2026-02-13 09:55:00,6114.0,39.77,64.67,100.71,80.84,80.75
2026-02-13 10:00:00,6124.2,39.84,64.72,100.48,80.83,80.62
2026-02-13 10:05:00,6132.6,39.73,64.72,100.39,80.81,80.39
2026-02-13 10:10:00,6135.4,39.88,64.77,100.75,80.77,79.94
2026-02-13 10:15:00,6137.0,39.91,64.93,100.71,80.78,80.18
2026-02-13 10:20:00,6137.7,39.89,64.62,100.61,80.78,79.98
2026-02-13 10:25:00,6142.9,39.91,64.23,100.49,80.78,79.76
2026-02-13 10:30:00,6145.9,39.86,64.33,100.26,80.78,79.81
2026-02-13 10:35:00,6143.7,39.89,64.13,100.32,80.75,79.34
2026-02-13 10:40:00,6143.8,39.84,63.91,100.44,80.75,79.13
2026-02-13 10:45:00,6140.7,39.85,63.76,100.25,80.77,79.26
2026-02-13 10:50:00,6150.7,39.82,63.96,100.15,80.75,79.2
2026-02-13 10:55:00,6144.8,39.81,63.9,100.3,80.72,78.9
2026-02-13 11:00:00,6157.9,39.77,63.62,100.29,80.73,78.8
2026-02-13 11:05:00,6147.7,39.74,63.99,100.36,80.74,79.09
2026-02-13 11:10:00,6149.7,39.76,63.76,100.53,80.76,79.13
2026-02-13 11:15:00,6149.8,39.81,64.18,100.59,80.72,79.0
2026-02-13 11:20:00,6151.4,39.82,64.13,100.57,80.73,79.09
2026-02-13 11:25:00,6144.1,39.79,64.47,100.71,80.76,79.57
2026-02-13 11:30:00,6140.0,39.82,64.85,100.82,80.75,79.77
2026-02-13 11:35:00,6148.6,39.81,64.55,100.72,80.72,79.23
2026-02-13 11:40:00,6147.3,39.76,64.1,100.69,80.72,78.92
2026-02-13 11:45:00,6148.7,39.77,64.15,100.61,80.71,78.87
2026-02-13 11:50:00,6145.6,39.79,64.44,100.55,80.7,78.94
2026-02-13 11:55:00,6148.5,39.84,64.25,100.41,80.7,78.73
2026-02-13 12:00:00,6152.3,39.92,64.3,100.42,80.7,78.75
2026-02-13 13:00:00,6136.4,39.81,64.74,100.42,80.73,79.41
2026-02-13 13:05:00,6137.9,39.85,64.66,100.39,80.71,79.12
2026-02-13 13:10:00,6130.1,39.84,64.48,100.54,80.72,79.09
2026-02-13 13:15:00,6115.8,39.89,64.33,100.59,80.77,79.57
2026-02-13 13:20:00,6101.2,39.87,64.25,100.77,80.79,79.72
2026-02-13 13:25:00,6089.3,39.81,64.18,100.86,80.79,79.69
2026-02-13 13:30:00,6086.4,39.79,63.57,100.76,80.79,79.35
2026-02-13 13:35:00,6093.2,39.75,63.56,100.6,80.8,79.45
2026-02-13 13:40:00,6089.1,39.7,63.18,100.54,80.79,79.19
2026-02-13 13:45:00,6091.5,39.67,63.14,100.43,80.79,79.17
2026-02-13 13:50:00,6089.0,39.64,63.18,100.54,80.79,79.13
2026-02-13 13:55:00,6086.9,39.7,63.21,100.59,80.77,78.95
2026-02-13 14:00:00,6084.3,39.67,63.14,100.61,80.77,78.96
2026-02-13 14:05:00,6076.8,39.75,63.51,100.53,80.77,79.09
2026-02-13 14:10:00,6079.5,39.75,63.87,100.18,80.78,79.4
2026-02-13 14:15:00,6086.3,39.81,63.87,100.31,80.79,79.55
2026-02-13 14:20:00,6088.7,39.8,64.1,100.29,80.8,79.77
2026-02-13 14:25:00,6102.8,39.78,64.25,100.27,80.78,79.55
2026-02-13 14:30:00,6101.7,39.67,63.76,100.45,80.79,79.48
2026-02-13 14:35:00,6106.1,39.71,63.48,100.55,80.78,79.19
2026-02-13 14:40:00,6105.7,39.83,63.11,100.48,80.78,78.95
2026-02-13 14:45:00,6096.9,39.76,63.41,100.28,80.77,79.07
2026-02-13 14:50:00,6099.7,39.79,63.77,100.5,80.74,78.91
2026-02-13 14:55:00,6099.3,39.78,63.92,100.38,80.72,78.85
2026-02-13 15:00:00,6104.1,39.87,64.08,100.36,80.7,78.72
2026-02-13 15:05:00,6108.5,39.97,64.4,100.35,80.71,79.04
2026-02-13 15:10:00,6110.4,39.98,64.27,100.38,80.71,79.01
2026-02-13 15:15:00,6115.6,39.99,64.35,100.2,80.67,78.53
2026-02-13 15:20:00,6120.7,39.94,64.29,100.44,80.68,78.59
2026-02-13 15:25:00,6125.4,39.93,64.66,100.25,80.66,78.65
2026-02-13 15:30:00,6118.5,39.9,64.72,100.25,80.7,79.08
2026-02-13 15:35:00,6119.6,39.89,64.72,100.28,80.7,79.07
2026-02-13 15:40:00,6116.0,39.87,64.71,100.6,80.7,79.04
2026-02-13 15:45:00,6121.7,39.87,64.35,100.71,80.69,78.74
2026-02-13 15:50:00,6123.4,39.91,64.34,100.8,80.69,78.74
2026-02-13 15:55:00,6142.2,39.95,64.68,100.8,80.67,78.71
2026-02-13 16:00:00,6144.5,39.93,64.7,100.49,80.66,78.61
2026-02-16 09:30:00,6287.0,40.13,80.04,103.47,80.2,83.75
2026-02-16 09:35:00,6289.6,40.17,80.29,103.41,80.18,83.54
2026-02-16 09:40:00,6288.9,40.28,80.59,103.31,80.15,83.39
2026-02-16 09:45:00,6289.0,40.25,80.79,103.18,80.13,83.25
2026-02-16 09:50:00,6298.8,40.3,80.86,103.11,80.11,82.97
2026-02-16 09:55:00,6299.1,40.15,80.78,103.01,80.12,83.11
2026-02-16 10:00:00,6304.2,40.14,80.69,102.9,80.11,82.9
2026-02-16 10:05:00,6304.6,40.07,80.54,102.98,80.11,82.86
2026-02-16 10:10:00,6299.1,40.07,80.19,103.11,80.12,82.73
2026-02-16 10:15:00,6299.9,40.06,80.38,103.19,80.14,83.11
2026-02-16 10:20:00,6294.3,40.15,80.63,103.33,80.12,82.96
2026-02-16 10:25:00,6287.3,40.16,80.62,103.04,80.12,82.9
2026-02-16 10:30:00,6286.9,40.08,80.48,103.09,80.09,82.36
2026-02-16 10:35:00,6285.3,40.09,80.55,103.08,80.11,82.67
2026-02-16 10:40:00,6272.2,40.08,80.39,103.32,80.12,82.79
2026-02-16 10:45:00,6279.0,39.95,80.24,103.27,80.11,82.64
2026-02-16 10:50:00,6282.4,39.93,80.15,103.27,80.1,82.37
2026-02-16 10:55:00,6267.9,39.9,79.5,103.03,80.1,82.03
2026-02-16 11:00:00,6269.8,39.89,78.86,103.14,80.08,81.48
2026-02-16 11:05:00,6262.7,39.88,78.52,103.25,80.11,81.58
2026-02-16 11:10:00,6266.3,39.86,78.86,103.38,80.12,81.9
2026-02-16 11:15:00,6271.5,39.85,78.59,103.42,80.08,81.29
2026-02-16 11:20:00,6263.5,39.93,78.16,103.27,80.1,81.25
2026-02-16 11:25:00,6266.4,39.93,78.2,103.12,80.08,81.06
2026-02-16 11:30:00,6255.9,40.01,78.33,103.14,80.07,81.08
2026-02-16 11:35:00,6257.9,40.02,78.17,103.25,80.08,81.15
2026-02-16 11:40:00,6258.4,40.02,78.47,103.28,80.09,81.42
2026-02-16 11:45:00,6264.6,40.04,78.86,103.01,80.09,81.6
2026-02-16 11:50:00,6259.1,40.08,79.17,102.91,80.11,82.01
2026-02-16 11:55:00,6260.8,40.14,79.08,102.98,80.09,81.68
2026-02-16 12:00:00,6260.8,40.03,78.78,103.06,80.06,81.17
2026-02-16 13:00:00,6280.3,40.15,80.74,102.55,80.01,81.6
2026-02-16 13:05:00,6280.4,40.17,80.35,102.53,80.01,81.34
2026-02-16 13:10:00,6266.7,40.17,80.38,102.74,80.01,81.42
2026-02-16 13:15:00,6267.1,40.24,80.87,102.74,79.99,81.35
2026-02-16 13:20:00,6262.6,40.2,81.14,103.02,79.99,81.54
2026-02-16 13:25:00,6263.5,40.27,81.22,103.07,80.02,81.93
2026-02-16 13:30:00,6266.6,40.24,80.55,103.0,80.01,81.48
2026-02-16 13:35:00,6257.1,40.18,80.38,103.13,80.01,81.35
2026-02-16 13:40:00,6256.4,40.11,80.16,103.13,80.01,81.27
2026-02-16 13:45:00,6251.9,40.08,80.41,102.99,79.97,80.85
2026-02-16 13:50:00,6252.6,40.0,80.25,103.02,79.95,80.56
2026-02-16 13:55:00,6254.8,40.06,80.47,102.95,79.95,80.58
2026-02-16 14:00:00,6256.1,40.11,80.48,102.99,79.93,80.36
2026-02-16 14:05:00,6259.9,40.11,80.53,102.79,79.93,80.37
2026-02-16 14:10:00,6257.6,40.13,80.56,102.84,79.95,80.68
2026-02-16 14:15:00,6254.5,40.09,80.57,103.0,79.95,80.71
2026-02-16 14:20:00,6257.9,40.07,80.98,103.01,79.94,80.72
2026-02-16 14:25:00,6255.0,39.99,81.38,103.17,79.96,81.21
2026-02-16 14:30:00,6252.6,39.98,81.5,103.25,79.93,80.91
2026-02-16 14:35:00,6252.5,40.01,81.3,103.35,79.93,80.87
2026-02-16 14:40:00,6254.9,40.07,81.38,103.22,79.93,80.92
2026-02-16 14:45:00,6250.5,40.12,81.33,103.14,79.96,81.22
2026-02-16 14:50:00,6259.9,40.27,81.46,103.11,79.92,80.84
2026-02-16 14:55:00,6268.5,40.18,81.7,103.02,79.9,80.73
2026-02-16 15:00:00,6262.0,40.18,81.48,103.14,79.92,80.93
2026-02-16 15:05:00,6255.4,40.15,81.19,103.25,79.92,80.63
2026-02-16 15:10:00,6256.1,40.12,81.58,103.11,79.92,80.89
2026-02-16 15:15:00,6256.9,40.11,81.53,103.14,79.92,80.86
2026-02-16 15:20:00,6251.7,40.12,81.93,103.14,79.93,81.22
2026-02-16 15:25:00,6241.9,40.09,81.63,103.33,79.96,81.51
2026-02-16 15:30:00,6240.7,40.12,81.3,103.31,79.96,81.4
2026-02-16 15:35:00,6250.1,40.03,81.52,103.3,79.94,81.18
2026-02-16 15:40:00,6254.3,40.01,81.63,103.41,79.95,81.43
2026-02-16 15:45:00,6253.9,40.06,82.22,103.23,79.97,82.04
2026-02-16 15:50:00,6247.6,39.99,82.34,103.26,79.96,81.94
2026-02-16 15:55:00,6250.0,39.88,82.14,103.38,79.96,81.72
2026-02-16 16:00:00,6247.3,39.8,81.75,103.3,79.98,81.78
2026-02-17 09:30:00,6326.0,40.15,82.82,104.49,79.82,80.87
2026-02-17 09:35:00,6330.5,40.16,82.87,104.48,79.8,80.73
2026-02-17 09:40:00,6338.1,40.27,82.54,104.42,79.82,80.74
2026-02-17 09:45:00,6335.3,40.32,81.98,104.5,79.83,80.66
2026-02-17 09:50:00,6339.8,40.31,81.85,104.62,79.84,80.77
2026-02-17 09:55:00,6347.9,40.3,81.89,104.25,79.8,80.24
2026-02-17 10:00:00,6352.7,40.25,81.97,104.27,79.8,80.2
2026-02-17 10:05:00,6356.0,40.21,81.84,104.28,79.8,80.29
2026-02-17 10:10:00,6347.6,40.23,81.71,104.27,79.82,80.41
2026-02-17 10:15:00,6355.5,40.29,81.42,104.12,79.8,80.02
2026-02-17 10:20:00,6349.6,40.27,81.48,104.07,79.81,80.17
2026-02-17 10:25:00,6345.8,40.32,81.46,104.11,79.8,80.05
2026-02-17 10:30:00,6339.3,40.39,80.69,104.01,79.79,79.43
2026-02-17 10:35:00,6335.6,40.46,80.38,104.07,79.79,79.27
2026-02-17 10:40:00,6343.3,40.42,80.62,103.77,79.8,79.65
2026-02-17 10:45:00,6348.3,40.34,80.78,103.79,79.79,79.55
2026-02-17 10:50:00,6345.0,40.3,80.17,103.8,79.8,79.32
2026-02-17 10:55:00,6348.9,40.34,79.94,103.77,79.79,79.13
2026-02-17 11:00:00,6347.7,40.31,79.77,103.91,79.8,79.09
2026-02-17 11:05:00,6344.5,40.26,80.03,103.85,79.79,79.12
2026-02-17 11:10:00,6339.5,40.27,80.03,103.91,79.8,79.3
2026-02-17 11:15:00,6338.5,40.31,79.74,103.91,79.79,79.0
2026-02-17 11:20:00,6329.7,40.33,79.51,103.96,79.83,79.39
2026-02-17 11:25:00,6322.9,40.39,79.57,104.06,79.82,79.35
2026-02-17 11:30:00,6328.3,40.36,79.93,103.95,79.82,79.5
2026-02-17 11:35:00,6326.3,40.38,79.82,103.93,79.81,79.33
2026-02-17 11:40:00,6331.9,40.37,79.77,103.92,79.82,79.43
2026-02-17 11:45:00,6331.5,40.35,80.11,103.83,79.79,79.23
2026-02-17 11:50:00,6329.2,40.35,79.47,103.94,79.8,79.02
2026-02-17 11:55:00,6339.7,40.4,79.24,103.96,79.79,78.83
2026-02-17 12:00:00,6333.0,40.38,79.23,104.09,79.83,79.3
2026-02-17 13:00:00,6318.0,40.4,80.66,104.43,79.86,80.39
2026-02-17 13:05:00,6324.3,40.52,80.86,104.19,79.86,80.49
2026-02-17 13:10:00,6317.7,40.54,80.49,104.22,79.88,80.54
2026-02-17 13:15:00,6307.6,40.42,80.79,104.29,79.91,81.08
2026-02-17 13:20:00,6312.5,40.38,81.1,104.19,79.89,81.14
2026-02-17 13:25:00,6314.0,40.26,81.36,104.23,79.88,81.13
2026-02-17 13:30:00,6304.1,40.33,81.22,104.18,79.88,81.09
2026-02-17 13:35:00,6303.4,40.3,80.94,104.07,79.89,80.97
2026-02-17 13:40:00,6290.7,40.32,80.72,103.95,79.9,80.94
2026-02-17 13:45:00,6284.9,40.24,80.84,103.92,79.91,81.15
2026-02-17 13:50:00,6282.6,40.22,81.28,104.18,79.91,81.37
2026-02-17 13:55:00,6288.2,40.23,81.19,104.14,79.91,81.26
2026-02-17 14:00:00,6281.7,40.22,81.0,104.23,79.92,81.27
2026-02-17 14:05:00,6280.4,40.14,80.7,104.46,79.9,80.89
2026-02-17 14:10:00,6274.2,40.12,80.86,104.56,79.88,80.72
2026-02-17 14:15:00,6281.0,40.08,81.08,104.52,79.88,80.82
2026-02-17 14:20:00,6281.3,40.06,80.64,104.59,79.87,80.49
2026-02-17 14:25:00,6281.3,40.06,80.22,104.65,79.86,80.04
2026-02-17 14:30:00,6278.8,40.04,79.74,104.54,79.84,79.55
2026-02-17 14:35:00,6282.4,40.03,79.7,104.6,79.83,79.4
2026-02-17 14:40:00,6279.2,40.0,79.57,104.53,79.84,79.54
2026-02-17 14:45:00,6271.2,39.97,79.01,104.43,79.84,79.25
2026-02-17 14:50:00,6276.9,40.02,79.12,104.46,79.84,79.36
2026-02-17 14:55:00,6283.2,40.06,78.93,104.36,79.81,78.88
2026-02-17 15:00:00,6291.1,40.12,79.12,104.36,79.79,78.78
2026-02-17 15:05:00,6286.4,40.22,78.81,104.25,79.8,78.65
2026-02-17 15:10:00,6287.9,40.19,78.61,104.18,79.79,78.56
2026-02-17 15:15:00,6282.0,40.2,78.43,104.42,79.81,78.69
2026-02-17 15:20:00,6290.2,40.22,78.17,104.16,79.8,78.46
2026-02-17 15:25:00,6289.6,40.19,77.87,104.16,79.8,78.25
2026-02-17 15:30:00,6286.5,40.16,77.28,104.16,79.82,78.2
2026-02-17 15:35:00,6284.7,40.18,77.26,103.92,79.84,78.34
2026-02-17 15:40:00,6287.7,40.24,77.03,103.91,79.84,78.25
2026-02-17 15:45:00,6287.3,40.25,77.58,104.1,79.82,78.4
2026-02-17 15:50:00,6286.0,40.3,77.41,103.9,79.84,78.46
2026-02-17 15:55:00,6280.5,40.25,76.99,103.98,79.85,78.44
2026-02-17 16:00:00,6281.7,40.28,77.27,103.85,79.83,78.39
2026-02-18 09:30:00,6162.7,39.99,71.32,103.22,80.13,79.45
2026-02-18 09:35:00,6162.4,40.04,71.82,103.1,80.14,79.79
2026-02-18 09:40:00,6171.4,40.01,72.44,102.92,80.13,80.1
2026-02-18 09:45:00,6162.1,40.03,72.3,102.73,80.14,80.08
2026-02-18 09:50:00,6162.4,40.0,72.55,102.9,80.14,80.19
2026-02-18 09:55:00,6158.1,39.95,72.31,102.8,80.15,80.26
2026-02-18 10:00:00,6158.3,39.95,72.35,102.78,80.16,80.35
2026-02-18 10:05:00,6153.5,39.96,72.43,102.48,80.14,80.15
2026-02-18 10:10:00,6152.6,39.97,72.52,102.29,80.14,80.28
2026-02-18 10:15:00,6159.2,39.94,72.58,102.24,80.11,79.93
2026-02-18 10:20:00,6158.3,39.91,72.95,102.44,80.11,80.1
2026-02-18 10:25:00,6152.2,39.85,72.95,102.28,80.12,80.27
2026-02-18 10:30:00,6154.2,39.88,72.88,102.12,80.12,80.2
2026-02-18 10:35:00,6148.5,39.91,72.96,102.33,80.08,79.79
2026-02-18 10:40:00,6151.5,39.9,73.05,102.46,80.08,79.92
2026-02-18 10:45:00,6153.8,39.97,72.85,102.49,80.04,79.31
2026-02-18 10:50:00,6152.2,39.95,72.43,102.42,80.03,78.88
2026-02-18 10:55:00,6142.7,39.92,71.91,102.28,80.03,78.63
2026-02-18 11:00:00,6145.3,39.94,71.87,102.05,80.04,78.76
2026-02-18 11:05:00,6150.9,39.88,71.79,102.01,80.04,78.66
2026-02-18 11:10:00,6162.7,39.85,71.92,102.07,80.02,78.58
2026-02-18 11:15:00,6173.1,39.84,71.99,102.0,80.0,78.35
2026-02-18 11:20:00,6170.9,39.92,72.41,102.2,80.0,78.5
2026-02-18 11:25:00,6174.7,39.88,72.5,102.37,79.99,78.54
2026-02-18 11:30:00,6184.5,39.9,72.39,102.13,80.01,78.71
2026-02-18 11:35:00,6181.8,40.02,72.49,102.02,80.02,78.88
2026-02-18 11:40:00,6191.7,40.0,72.72,101.92,79.99,78.7
2026-02-18 11:45:00,6185.0,39.87,72.59,102.01,79.99,78.59
2026-02-18 11:50:00,6184.5,39.9,72.65,101.86,80.01,78.83
2026-02-18 11:55:00,6185.5,39.83,72.47,101.64,80.0,78.59
2026-02-18 12:00:00,6189.6,39.84,72.23,101.92,80.02,78.74
2026-02-18 13:00:00,6184.9,39.97,69.93,101.35,80.04,77.75
2026-02-18 13:05:00,6191.9,39.95,70.1,101.17,80.05,77.89
2026-02-18 13:10:00,6194.0,39.91,70.14,101.21,80.05,77.88
2026-02-18 13:15:00,6188.2,39.88,70.35,101.11,80.06,78.14
2026-02-18 13:20:00,6183.6,39.91,70.08,101.09,80.08,78.25
2026-02-18 13:25:00,6196.3,39.96,70.11,100.92,80.05,77.87
2026-02-18 13:30:00,6211.8,40.01,70.32,100.8,80.06,78.15
2026-02-18 13:35:00,6207.7,40.02,70.75,100.88,80.07,78.5
2026-02-18 13:40:00,6208.2,40.05,70.54,100.83,80.07,78.39
2026-02-18 13:45:00,6217.6,40.17,70.84,100.74,80.04,78.23
2026-02-18 13:50:00,6216.7,40.13,70.85,100.9,80.02,78.04
2026-02-18 13:55:00,6215.1,40.15,70.5,100.79,80.06,78.27
2026-02-18 14:00:00,6224.3,40.16,70.37,100.96,80.04,77.96
2026-02-18 14:05:00,6232.2,40.19,70.14,100.91,80.0,77.39
2026-02-18 14:10:00,6229.0,40.13,70.05,101.01,80.03,77.67
2026-02-18 14:15:00,6218.8,40.21,69.65,101.03,80.02,77.37
2026-02-18 14:20:00,6224.1,40.15,69.7,101.05,80.02,77.33
2026-02-18 14:25:00,6219.0,40.14,70.03,100.96,80.05,77.95
2026-02-18 14:30:00,6222.4,40.13,69.98,100.79,80.06,78.11
2026-02-18 14:35:00,6224.5,40.16,70.43,100.83,80.06,78.32
2026-02-18 14:40:00,6217.6,40.09,70.71,100.85,80.06,78.51
2026-02-18 14:45:00,6212.5,40.03,70.67,100.82,80.05,78.38
2026-02-18 14:50:00,6212.1,40.02,70.85,100.87,80.04,78.26
2026-02-18 14:55:00,6213.6,40.04,70.94,100.69,80.05,78.42
2026-02-18 15:00:00,6214.1,40.01,70.86,100.61,80.06,78.5
2026-02-18 15:05:00,6216.0,39.94,71.19,100.58,80.04,78.51
2026-02-18 15:10:00,6222.6,40.04,71.31,100.64,80.04,78.51
2026-02-18 15:15:00,6216.7,39.98,71.09,100.59,80.04,78.45
2026-02-18 15:20:00,6219.3,39.95,71.38,100.49,80.06,78.8
2026-02-18 15:25:00,6219.5,40.05,71.79,100.34,80.05,78.88
2026-02-18 15:30:00,6220.0,39.97,71.82,100.61,80.05,78.99
2026-02-18 15:35:00,6221.0,40.0,71.48,100.38,80.07,79.04
2026-02-18 15:40:00,6222.6,39.97,71.52,100.32,80.09,79.31
2026-02-18 15:45:00,6223.4,40.04,71.62,100.62,80.09,79.36
2026-02-18 15:50:00,6231.7,40.07,71.01,100.59,80.06,78.71
2026-02-18 15:55:00,6231.6,40.16,71.02,100.38,80.07,78.72
2026-02-18 16:00:00,6233.9,40.16,71.25,100.69,80.07,78.89
2026-02-19 09:30:00,6329.6,40.35,68.28,95.54,79.95,76.04
2026-02-19 09:35:00,6328.0,40.28,68.15,95.31,79.95,75.93
2026-02-19 09:40:00,6325.0,40.33,67.62,95.52,79.95,75.67
2026-02-19 09:45:00,6325.6,40.34,67.37,95.31,79.95,75.49
2026-02-19 09:50:00,6332.1,40.35,67.23,95.21,79.94,75.32
2026-02-19 09:55:00,6326.8,40.28,66.85,95.4,79.93,74.97
2026-02-19 10:00:00,6320.5,40.27,66.79,95.81,79.92,74.86
2026-02-19 10:05:00,6319.6,40.19,66.83,95.63,79.93,75.0
2026-02-19 10:10:00,6318.8,40.13,67.04,95.94,79.93,75.14
2026-02-19 10:15:00,6319.2,40.07,67.31,95.93,79.96,75.55
2026-02-19 10:20:00,6328.2,40.04,67.18,95.8,79.95,75.37
2026-02-19 10:25:00,6330.7,40.09,67.06,95.91,79.97,75.5
2026-02-19 10:30:00,6331.8,40.05,66.88,95.63,79.95,75.18
2026-02-19 10:35:00,6333.1,40.13,67.34,95.71,79.93,75.25
2026-02-19 10:40:00,6326.1,40.12,67.44,95.56,79.96,75.61
2026-02-19 10:45:00,6326.8,40.11,67.55,95.56,79.93,75.32
2026-02-19 10:50:00,6334.1,40.21,67.5,95.45,79.93,75.32
2026-02-19 10:55:00,6338.7,40.28,67.51,95.35,79.91,75.1
2026-02-19 11:00:00,6327.0,40.23,67.36,95.37,79.95,75.5
2026-02-19 11:05:00,6322.7,40.24,67.56,95.49,79.96,75.7
2026-02-19 11:10:00,6318.2,40.2,67.78,95.75,79.94,75.64
2026-02-19 11:15:00,6319.7,40.25,68.35,95.87,79.94,75.89
2026-02-19 11:20:00,6315.7,40.27,68.23,95.86,79.94,75.86
2026-02-19 11:25:00,6315.6,40.24,67.58,95.7,79.93,75.4
2026-02-19 11:30:00,6318.0,40.22,67.65,95.51,79.92,75.37
2026-02-19 11:35:00,6311.3,40.2,67.72,95.45,79.93,75.46
2026-02-19 11:40:00,6311.7,40.2,67.62,95.51,79.92,75.26
2026-02-19 11:45:00,6319.5,40.31,67.51,95.31,79.91,75.17
2026-02-19 11:50:00,6322.6,40.24,67.78,95.51,79.91,75.28
2026-02-19 11:55:00,6323.3,40.23,68.09,95.85,79.91,75.5
2026-02-19 12:00:00,6318.5,40.27,68.53,95.73,79.92,75.91
2026-02-19 13:00:00,6298.9,40.09,68.96,96.44,80.04,77.64
2026-02-19 13:05:00,6307.3,40.01,69.4,96.49,80.02,77.64
2026-02-19 13:10:00,6306.2,39.94,69.58,96.52,80.01,77.67
2026-02-19 13:15:00,6301.1,39.96,69.94,96.6,80.03,78.05
2026-02-19 13:20:00,6303.4,40.02,70.03,96.3,80.03,78.19
2026-02-19 13:25:00,6310.9,40.08,70.15,96.23,80.03,78.26
2026-02-19 13:30:00,6300.4,40.07,70.04,96.06,80.05,78.42
2026-02-19 13:35:00,6306.0,40.07,70.25,96.19,80.03,78.29
2026-02-19 13:40:00,6298.1,40.1,70.2,96.49,80.03,78.26
2026-02-19 13:45:00,6296.5,40.1,69.54,96.62,80.02,77.78
2026-02-19 13:50:00,6296.5,40.16,69.74,96.58,80.04,78.04
2026-02-19 13:55:00,6299.4,40.21,69.51,96.23,80.02,77.77
2026-02-19 14:00:00,6303.1,40.18,69.52,96.12,80.02,77.71
2026-02-19 14:05:00,6301.6,40.21,69.86,96.09,80.02,77.85
2026-02-19 14:10:00,6294.1,40.12,69.82,96.25,80.03,78.05
2026-02-19 14:15:00,6300.6,40.11,69.61,96.15,80.01,77.66
2026-02-19 14:20:00,6297.9,40.14,69.35,96.25,80.01,77.5
2026-02-19 14:25:00,6299.8,40.11,69.26,96.16,80.0,77.25
2026-02-19 14:30:00,6303.2,40.12,69.38,96.1,80.01,77.46
2026-02-19 14:35:00,6309.2,40.05,69.8,96.16,80.0,77.57
2026-02-19 14:40:00,6305.4,39.95,69.77,96.02,80.02,77.81
2026-02-19 14:45:00,6300.6,39.9,69.54,96.02,80.02,77.7
2026-02-19 14:50:00,6296.0,39.91,69.53,96.23,80.03,77.78
2026-02-19 14:55:00,6290.2,39.9,69.66,96.49,80.06,78.2
