PERMNO,date,NAMEENDT,SHRCD,EXCHCD,SICCD,NCUSIP,TICKER,COMNAM,SHRCLS,TSYMBOL,NAICS,PRIMEXCH,TRDSTAT,SECSTAT,PERMCO,ISSUNO,HEXCD,HSICCD,CUSIP,DCLRDT,DLAMT,DLPDT,DLSTCD,NEXTDT,PAYDT,RCRDDT,SHRFLG,HSICMG,HSICIG,DISTCD,DIVAMT,FACPR,FACSHR,ACPERM,ACCOMP,SHRENDDT,NWPERM,DLRETX,DLPRC,DLRET,TRTSCD,NMSIND,MMCNT,NSDINX,BIDLO,ASKHI,PRC,VOL,RET,BID,ASK,SHROUT,CFACPR,CFACSHR,OPENPRC,NUMTRD,RETX,vwretd,vwretx,ewretd,ewretx,sprtrn
10107,2022-08-17,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,2022-06-14,,,,,2022-09-08,2022-08-18,0,,,1232,0.62000,0.00000,0.00000,,,,,,,,1,6,61,72,289.47000,293.35001,291.32001,18237500,-0.002631,291.37000,291.41000,7457892,1,1,289.73999,245666,-0.004749,-0.009190,-0.009323,-0.012785,-0.012821,-0.007238
10107,2022-08-18,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,289.07999,291.91000,290.17001,17115250,-0.003948,290.22000,290.26001,7457892,1,1,290.18900,222008,-0.003948,0.002709,0.002565,0.002170,0.002110,0.002270
10107,2022-08-19,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,285.56000,289.25000,286.14999,20547911,-0.013854,286.14999,286.16000,7457892,1,1,288.89999,244640,-0.013854,-0.014640,-0.014670,-0.017990,-0.018043,-0.012900
10107,2022-08-22,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,0,,,,,,,,,,,,,,1,6,62,72,277.22000,282.45999,277.75000,25027194,-0.029355,277.79999,277.87000,7457892,1,1,282.07999,294592,-0.029355,-0.020291,-0.020400,-0.016149,-0.016205,-0.021400
10107,2022-08-23,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,275.39999,278.85999,276.44000,17481487,-0.004716,276.42001,276.44000,7457892,1,1,276.44000,218118,-0.004716,-0.000707,-0.000731,0.002982,0.002888,-0.002238
10107,2022-08-24,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,275.10999,277.23001,275.79001,18108036,-0.002351,275.85999,275.97000,7457892,1,1,275.41000,227209,-0.002351,0.003947,0.003926,0.007360,0.007332,0.002916
10107,2022-08-25,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,274.51999,279.01999,278.85001,16811891,0.011095,278.97000,279.01999,7457892,1,1,277.32999,209420,0.011095,0.014208,0.014181,0.010610,0.010566,0.014092
10107,2022-08-26,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,267.98001,280.34000,268.09000,27521465,-0.038587,268.17001,268.26001,7457892,1,1,279.07999,334434,-0.038587,-0.031867,-0.031897,-0.023938,-0.023968,-0.033688
10107,2022-08-29,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,263.85001,267.39999,265.23001,20303469,-0.010668,265.23001,265.31000,7457892,1,1,265.85001,270863,-0.010668,-0.006512,-0.006546,-0.005659,-0.005681,-0.006666
10107,2022-08-30,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,260.66000,267.04999,262.97000,22746858,-0.008521,262.95001,263.00000,7457892,1,1,266.67001,274526,-0.008521,-0.011447,-0.011539,-0.012022,-0.012190,-0.011028
10107,2022-08-31,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,261.32999,267.10999,261.47000,24745835,-0.005704,261.44000,261.45999,7457892,1,1,265.39001,274292,-0.005704,-0.007189,-0.007349,-0.002479,-0.002562,-0.007817
10107,2022-09-01,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,255.41000,260.89001,260.39999,23218111,-0.004092,260.37000,260.38000,7457892,1,1,258.87000,334991,-0.004092,-0.001093,-0.001297,-0.009851,-0.010028,0.002996
10107,2022-09-02,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,0,,,,,,,,,,,,,,1,6,61,72,254.47000,264.73999,256.06000,22828091,-0.016667,256.09000,256.13000,7457892,1,1,261.69501,310232,-0.016667,-0.008552,-0.008609,-0.004037,-0.004057,-0.010736
10107,2022-09-06,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,251.94000,257.82999,253.25000,21312251,-0.010974,253.30000,253.31000,7457892,1,1,256.20001,298751,-0.010974,-0.004937,-0.004980,-0.008640,-0.008672,-0.004095
10107,2022-09-07,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,0,,,,,,,,,,,,,,1,6,62,72,253.22000,258.82999,258.09000,24102569,0.019112,258.04001,258.09000,7457892,1,1,254.70000,261904,0.019112,0.018279,0.018248,0.014478,0.014461,0.018341
10107,2022-09-08,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,254.78999,260.42999,258.51999,20291286,0.001666,258.53000,258.56000,7457892,1,1,257.51001,257720,0.001666,0.007387,0.007287,0.006252,0.006170,0.006611
10107,2022-09-09,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,260.29001,265.23001,264.45999,22054608,0.022977,264.42999,264.44000,7457892,1,1,260.50000,281188,0.022977,0.016682,0.016615,0.015483,0.015397,0.015271
10107,2022-09-12,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,265.16000,267.45001,266.64999,18744767,0.008281,266.66000,266.67999,7457892,1,1,265.78000,232861,0.008281,0.010793,0.010791,0.008578,0.008555,0.010584
10107,2022-09-13,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,251.59000,260.39999,251.99001,33276500,-0.054978,251.99001,252.00000,7457892,1,1,258.84000,432247,-0.054978,-0.040550,-0.040575,-0.027192,-0.027229,-0.043237
10107,2022-09-14,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,249.86000,254.23000,252.22000,23840960,0.000913,252.24001,252.25000,7457892,1,1,253.53000,304058,0.000913,0.003995,0.003749,0.000535,0.000313,0.003387
10107,2022-09-15,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,244.02000,251.39999,245.38000,31475089,-0.027119,245.32001,245.33000,7457892,1,1,249.77000,437943,-0.027119,-0.010278,-0.010381,-0.005651,-0.005748,-0.011318
10107,2022-09-16,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,242.06270,245.30000,244.74001,39737534,-0.002608,244.73000,244.75000,7457892,1,1,244.25999,366819,-0.002608,-0.009523,-0.009581,-0.014128,-0.014229,-0.007182
10107,2022-09-19,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,240.85001,245.14000,244.52000,26794442,-0.000899,244.57001,244.58000,7457892,1,1,242.46500,329030,-0.000899,0.006945,0.006828,-0.001124,-0.001314,0.006857
10107,2022-09-20,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,239.64000,243.50999,242.45000,26622984,-0.008466,242.45000,242.47000,7457892,1,1,242.06500,323639,-0.008466,-0.012176,-0.012195,-0.013387,-0.013452,-0.011272
10107,2022-09-21,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,238.89999,247.66000,238.95000,28585127,-0.014436,238.95000,238.96001,7457892,1,1,244.27000,359040,-0.014436,-0.015952,-0.016015,-0.012529,-0.012698,-0.017116
10107,2022-09-22,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,237.57001,243.86000,240.98000,30997848,0.008495,240.78000,240.80000,7457892,1,1,237.87000,370845,0.008495,-0.011461,-0.011499,-0.017337,-0.017457,-0.008428
10107,2022-09-23,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,235.20000,241.13000,237.92000,34163652,-0.012698,237.96001,237.97000,7457892,1,1,239.53999,404885,-0.012698,-0.019087,-0.019174,-0.022912,-0.023020,-0.017233
10107,2022-09-26,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,236.89999,241.45000,237.45000,27688679,-0.001975,237.46001,237.52000,7457892,1,1,237.04500,300905,-0.001975,-0.011469,-0.011587,-0.013512,-0.013625,-0.010341
10107,2022-09-27,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,234.50000,241.80000,236.41000,26974822,-0.004380,236.41000,236.49001,7457892,1,1,239.98000,315041,-0.004380,-0.000730,-0.000789,0.001846,0.001802,-0.002120
10107,2022-09-28,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,234.73000,242.33000,241.07001,28972738,0.019712,241.02000,241.03000,7457892,1,1,236.81000,323857,0.019712,0.021612,0.021531,0.022669,0.022609,0.019672
10107,2022-09-29,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,234.41000,239.95000,237.50000,27439846,-0.014809,237.50999,237.53999,7457892,1,1,238.89000,326220,-0.014809,-0.020934,-0.021131,-0.019556,-0.019807,-0.021126
10107,2022-09-30,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,0,,,,,,,,,2022-10-11,,,,,1,6,62,72,232.73000,240.53999,232.89999,35526905,-0.019368,232.81000,232.84000,7457000,1,1,238.28999,350018,-0.019368,-0.012297,-0.012335,-0.004068,-0.004121,-0.015067
10107,2022-10-03,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,0,,,,,,,,,,,,,,1,6,61,72,234.66000,241.61000,240.74001,28838055,0.033663,240.66000,240.67000,7457000,1,1,235.41000,314288,0.033663,0.025437,0.025345,0.020441,0.020294,0.025884
10107,2022-10-04,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,244.97501,250.36000,248.88000,34821766,0.033812,248.89000,248.89999,7457000,1,1,245.09000,367188,0.033812,0.032369,0.032305,0.030581,0.030556,0.030584
10107,2022-10-05,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,0,,,,,,,,,,,,,,1,6,62,72,244.10001,250.58000,249.20000,20361751,0.001286,249.32001,249.33000,7457000,1,1,245.99001,242056,0.001286,-0.003162,-0.003229,-0.004575,-0.004594,-0.002018
10107,2022-10-06,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,246.08000,250.34000,246.78999,20197482,-0.009671,246.78000,246.87000,7457000,1,1,247.92999,249271,-0.009671,-0.009342,-0.009541,-0.004077,-0.004108,-0.010245
10107,2022-10-07,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,233.17000,241.32001,234.24001,37690239,-0.050853,234.25000,234.36000,7457000,1,1,240.90199,434719,-0.050853,-0.027375,-0.027400,-0.023965,-0.024003,-0.028004
10107,2022-10-10,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,0,,,,,,,,,,,,,,1,6,61,72,226.73000,234.55901,229.25000,29714163,-0.021303,229.09000,229.16000,7457000,1,1,233.05000,381436,-0.021303,-0.008193,-0.008193,-0.009718,-0.009718,-0.007492
10107,2022-10-11,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,0,,,,,,,,,,,,,,1,6,62,72,224.11000,229.06000,225.41000,30420004,-0.016750,225.39999,225.42000,7457000,1,1,227.62000,351327,-0.016750,-0.006415,-0.006436,-0.005654,-0.005676,-0.006519
10107,2022-10-12,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,0,,,,,,,,,2022-10-19,,,,,1,6,62,72,223.96001,227.86000,225.75000,21865503,0.001508,225.69000,225.75000,7456502,1,1,225.39999,262257,0.001508,-0.002909,-0.002934,-0.001043,-0.001117,-0.003291
10107,2022-10-13,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,219.13000,236.10001,234.24001,42511075,0.037608,234.23000,234.24001,7456502,1,1,219.85001,492602,0.037608,0.023430,0.023321,0.013601,0.013478,0.025966
10107,2022-10-14,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,228.34000,237.24001,228.56000,30123529,-0.024249,228.58000,228.89999,7456502,1,1,235.53999,343415,-0.024249,-0.023710,-0.023747,-0.018166,-0.018231,-0.023663
10107,2022-10-17,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,235.13499,238.96001,237.53000,28109933,0.039246,237.53000,237.53999,7456502,1,1,235.82001,308984,0.039246,0.026731,0.026730,0.020040,0.020029,0.026480
10107,2022-10-18,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,235.37000,243.92999,238.50000,26296138,0.004084,238.53999,238.59000,7456502,1,1,243.24001,328089,0.004084,0.011592,0.011576,0.008468,0.008451,0.011428
10107,2022-10-19,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,0,,,,,,,,,,,,,,1,6,61,72,234.28999,239.61000,236.48000,20025731,-0.008470,236.50999,236.55000,7456502,1,1,237.03999,234026,-0.008470,-0.008946,-0.008948,-0.014353,-0.014364,-0.006672
10107,2022-10-20,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,0,,,,,,,,,2022-12-29,,,,,1,6,61,72,234.87000,241.31000,236.14999,21785949,-0.001395,236.10001,236.12000,7454473,1,1,235.77000,257012,-0.001395,-0.007498,-0.007574,-0.004555,-0.004590,-0.007951
10107,2022-10-21,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,234.50000,243.00000,242.12000,26275138,0.025281,242.02000,242.14000,7454473,1,1,234.74001,292565,0.025281,0.022119,0.022018,0.012484,0.012348,0.023725
10107,2022-10-24,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,0,,,,,,,,,,,,,,1,6,62,72,241.29500,247.84000,247.25000,24882548,0.021188,247.31000,247.32001,7454473,1,1,243.75999,324441,0.021188,0.008700,0.008692,-0.003333,-0.003372,0.011882
10107,2022-10-25,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,0,,,,,,,,,,,,,,1,6,61,72,245.83000,251.03999,250.66000,34713401,0.013792,250.67000,250.91000,7454473,1,1,247.25999,433479,0.013792,0.018290,0.018255,0.022517,0.022478,0.016267
10107,2022-10-26,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,230.06000,238.30000,231.32001,82523616,-0.077156,231.20000,231.32001,7454473,1,1,231.17000,981077,-0.077156,-0.004575,-0.004587,0.004725,0.004701,-0.007388
10107,2022-10-27,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,225.78000,233.69000,226.75000,40359252,-0.019756,226.82001,226.84000,7454473,1,1,231.03999,503866,-0.019756,-0.004139,-0.004165,-0.001551,-0.001577,-0.006083
10107,2022-10-28,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,0,,,,,,,,,,,,,,1,6,62,72,226.05000,236.60001,235.87000,40574166,0.040220,235.75000,235.78999,7454473,1,1,226.24001,456352,0.040220,0.021281,0.021156,0.011624,0.011532,0.024626
10107,2022-10-31,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,231.14999,234.92000,232.13000,28304565,-0.015856,232.12000,232.13000,7454473,1,1,233.75999,312927,-0.015856,-0.005972,-0.006020,-0.002005,-0.002034,-0.007454
10107,2022-11-01,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,227.32500,235.74001,228.17000,30525099,-0.017059,228.14000,228.17000,7454473,1,1,234.60001,357194,-0.017059,-0.002194,-0.002254,0.003938,0.003823,-0.004101
10107,2022-11-02,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,220.03999,231.30000,220.10001,38358550,-0.035368,220.03999,220.12000,7454473,1,1,229.46001,465330,-0.035368,-0.025073,-0.025089,-0.020792,-0.020811,-0.025002
10107,2022-11-03,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,213.98000,220.41000,214.25000,36732830,-0.026579,214.24001,214.25000,7454473,1,1,220.09000,463315,-0.026579,-0.008895,-0.009007,-0.003951,-0.003999,-0.010586
10107,2022-11-04,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,213.43100,221.59000,221.39000,36712344,0.033326,221.45000,221.55000,7454473,1,1,217.55000,413492,0.033326,0.013226,0.013057,0.009348,0.009273,0.013619
10107,2022-11-07,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,221.28000,228.41000,227.87000,33462164,0.029270,227.92000,227.96001,7454473,1,1,221.99001,349942,0.029270,0.008101,0.008080,0.003382,0.003347,0.009614
10107,2022-11-08,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,225.84000,231.64999,228.87000,28165860,0.004388,228.87000,228.89000,7454473,1,1,228.70000,329883,0.004388,0.005273,0.005254,-0.000576,-0.000602,0.005598
10107,2022-11-09,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,224.33000,228.63271,224.50999,27814285,-0.019050,224.50999,224.52000,7454473,1,1,227.37000,276247,-0.019050,-0.021136,-0.021295,-0.023470,-0.023553,-0.020778
10107,2022-11-10,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,235.00000,243.33000,242.98000,46213524,0.082268,242.92000,242.94000,7454473,1,1,235.42999,496043,0.082268,0.055288,0.055212,0.044090,0.043994,0.055434
10107,2022-11-11,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,241.92999,247.99001,247.11000,34570086,0.016997,247.09000,247.20000,7454473,1,1,242.99001,370379,0.016997,0.010538,0.010538,0.016071,0.016071,0.009241
10107,2022-11-14,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,239.21001,243.91000,241.55000,31081333,-0.022500,241.56000,241.61000,7454473,1,1,241.98500,353584,-0.022500,-0.009507,-0.009740,-0.006578,-0.006767,-0.008936
10107,2022-11-15,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,240.03000,247.00000,241.97000,31357854,0.001739,242.03000,242.09000,7454473,1,1,245.66000,379493,0.001739,0.010174,0.010118,0.010383,0.010329,0.008713
10107,2022-11-16,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,2022-09-19,,,,,2022-12-08,2022-11-17,0,,,1232,0.68000,0.00000,0.00000,,,,,,,,1,6,62,72,240.42000,243.80000,241.73000,24048684,0.001818,241.73000,241.82001,7454473,1,1,242.78999,272302,-0.000992,-0.009704,-0.009870,-0.013796,-0.013843,-0.008252
10107,2022-11-17,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,237.63000,243.25000,241.67999,23089950,-0.000207,241.70000,241.77000,7454473,1,1,237.78000,269335,-0.000207,-0.004122,-0.004313,-0.006169,-0.006269,-0.003089
10107,2022-11-18,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,239.03000,243.74001,241.22000,27575903,-0.001903,241.23000,241.32001,7454473,1,1,243.50999,267231,-0.001903,0.004185,0.004151,0.000658,0.000608,0.004759
10107,2022-11-21,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,241.19000,244.67000,242.05000,26368205,0.003441,242.05000,242.13000,7454473,1,1,241.42999,273051,0.003441,-0.004588,-0.004684,-0.007304,-0.007404,-0.003884
10107,2022-11-22,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,240.71001,245.31000,245.03000,19618821,0.012311,245.03999,245.08000,7454473,1,1,243.59000,218470,0.012311,0.013241,0.013207,0.006866,0.006775,0.013580
10107,2022-11-23,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,244.27000,248.28000,247.58000,19477162,0.010407,247.62000,247.75999,7454473,1,1,245.10500,230592,0.010407,0.005918,0.005872,0.005970,0.005921,0.005915
10107,2022-11-25,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,246.73000,248.70000,247.49001,9191065,-0.000364,247.57001,247.67000,7454473,1,1,247.31000,128408,-0.000364,0.000406,0.000376,0.003030,0.002925,-0.000283
10107,2022-11-28,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,240.80000,246.64999,241.75999,24778937,-0.023152,241.72000,241.77000,7454473,1,1,246.08000,275119,-0.023152,-0.015647,-0.015664,-0.014113,-0.014149,-0.015444
10107,2022-11-29,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,238.21001,242.78999,240.33000,17932282,-0.005915,240.27000,240.28999,7454473,1,1,241.39999,223532,-0.005915,-0.000744,-0.000850,0.002548,0.002455,-0.001592
10107,2022-11-30,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,0,,,,,,,,,,,,,,1,6,61,72,239.86000,255.33000,255.14000,47454704,0.061624,255.03000,255.16000,7454473,1,1,240.57001,452501,0.061624,0.029413,0.029199,0.020560,0.020445,0.030948
10107,2022-12-01,,11,3,7370,59491810,MSFT,MICROSOFT CORP,,MSFT,511210,Q,A,R,8048,10539,3,7370,59491810,,,,,,,,,,,,,,,,,,,,,,,,,,250.91560,256.12000,254.69000,25994808,-0.001764,254.69000,254.72000,7454473,1,1,253.87000,356099,-0.001764,0.000229,0.000035,0.002523,0.002347,-0.000868
